packet_index,ground_truth,model_prediction,zasl_label,soam_verdict,soam_action,primary_similarity,secondary_similarity,inf_ms,xai_ms,soam_ms,total_ms
44,TP,Attack,Packets Matched-based-Attribution,SUSPECT Attack (Potential True Positive),HIGH - For Analyst Review,0.8999999999999999,0.8999999999999999,6.931781768798828,2.7112960815429688,4.4708251953125,14.113903045654297
45,TP,Attack,Packets Matched-based-Attribution,SUSPECT Attack (Potential True Positive),HIGH - For Analyst Review,0.8999999999999999,0.8999999999999999,3.6551952362060547,6.935358047485352,2.377748489379883,12.968301773071289
46,TP,Attack,Packets Matched-based-Attribution,SUSPECT Attack (Potential True Positive),HIGH - For Analyst Review,0.8999999999999999,0.8999999999999999,1.8284320831298828,2.11334228515625,2.092123031616211,6.033897399902344
47,TP,Attack,Packets Matched-based-Attribution,SUSPECT Attack (Potential True Positive),HIGH - For Analyst Review,0.8999999999999999,0.8999999999999999,2.1026134490966797,2.370119094848633,2.1584033966064453,6.631135940551758
48,TP,Attack,Packets Matched-based-Attribution,SUSPECT Attack (Potential True Positive),HIGH - For Analyst Review,0.8999999999999999,0.8999999999999999,3.0651092529296875,2.15911865234375,2.3674964904785156,7.591724395751953
49,TP,Attack,Packets Matched-based-Attribution,SUSPECT Attack (Potential True Positive),HIGH - For Analyst Review,0.8999999999999999,0.8999999999999999,1.8491744995117188,2.4640560150146484,2.157449722290039,6.470680236816406
50,TP,Attack,Packets Matched-based-Attribution,SUSPECT Attack (Potential True Positive),HIGH - For Analyst Review,0.8999999999999999,0.8999999999999999,3.368377685546875,2.20489501953125,2.547025680541992,8.120298385620117
51,TP,Attack,Packets Matched-based-Attribution,SUSPECT Attack (Potential True Positive),HIGH - For Analyst Review,0.8999999999999999,0.8999999999999999,7.161140441894531,3.7927627563476562,3.0677318572998047,14.021635055541992
52,TP,Attack,Packets Matched-based-Attribution,SUSPECT Attack (Potential True Positive),HIGH - For Analyst Review,0.8999999999999999,0.8999999999999999,1.9621849060058594,6.683826446533203,2.3479461669921875,10.99395751953125
53,TP,Attack,Packets Matched-based-Attribution,SUSPECT Attack (Potential True Positive),HIGH - For Analyst Review,0.8999999999999999,0.8999999999999999,2.0084381103515625,4.596471786499023,2.286672592163086,8.891582489013672
54,TP,Attack,Packets Matched-based-Attribution,SUSPECT Attack (Potential True Positive),HIGH - For Analyst Review,0.8999999999999999,0.8999999999999999,1.9593238830566406,6.794214248657227,2.368450164794922,11.121988296508789
0,TN,Normal,Generic Anomaly,NORMAL Traffic,No Action Required,0.8999999999999998,,1.9683837890625,6.634950637817383,1.5063285827636719,10.109663009643555
4,TN,Normal,Generic Anomaly,NORMAL Traffic,No Action Required,0.8999999999999998,,1.9824504852294922,6.499052047729492,1.4650821685791016,9.946584701538086
9,TN,Normal,Generic Anomaly,NORMAL Traffic,No Action Required,0.8999999999999998,,1.9681453704833984,5.600452423095703,1.5952587127685547,9.163856506347656
27,TN,Normal,Generic Anomaly,NORMAL Traffic,No Action Required,0.8999999999999998,,4.102230072021484,3.1604766845703125,1.2516975402832031,8.514404296875
35,TN,Normal,Generic Anomaly,NORMAL Traffic,No Action Required,0.8999999999999998,,1.6574859619140625,5.134105682373047,1.2617111206054688,8.053302764892578
60,TN,Normal,Generic Anomaly,NORMAL Traffic,No Action Required,0.8999999999999998,,1.7421245574951172,4.990339279174805,1.4619827270507812,8.194446563720703
84,TN,Normal,Generic Anomaly,NORMAL Traffic,No Action Required,0.8999999999999998,,6.078004837036133,1.0933876037597656,3.5715103149414062,10.742902755737305
85,TN,Normal,Generic Anomaly,NORMAL Traffic,No Action Required,0.8999999999999998,,3.755807876586914,2.295255661010742,3.6416053771972656,9.692668914794922
86,TN,Normal,Generic Anomaly,NORMAL Traffic,No Action Required,0.8999999999999998,,13.903617858886719,5.765199661254883,8.842229843139648,28.51104736328125
98,TN,Normal,Generic Anomaly,NORMAL Traffic,No Action Required,0.8999999999999998,,6.8359375,6.069660186767578,2.583026885986328,15.488624572753906
117,TN,Normal,Generic Anomaly,NORMAL Traffic,No Action Required,0.8999999999999998,,4.70280647277832,8.309125900268555,1.3866424560546875,14.398574829101562
129,TN,Normal,Generic Anomaly,NORMAL Traffic,No Action Required,0.8999999999999998,,10.252714157104492,6.835699081420898,1.6520023345947266,18.740415573120117
145,TN,Normal,Generic Anomaly,NORMAL Traffic,No Action Required,0.8999999999999998,,12.11857795715332,4.824638366699219,1.483917236328125,18.427133560180664
156,TN,Normal,Generic Anomaly,NORMAL Traffic,No Action Required,0.8999999999999998,,4.186153411865234,3.251791000366211,1.3129711151123047,8.75091552734375
162,TN,Normal,Generic Anomaly,NORMAL Traffic,No Action Required,0.8999999999999998,,3.7775039672851562,2.964019775390625,3.5142898559570312,10.255813598632812
190,TN,Normal,Generic Anomaly,NORMAL Traffic,No Action Required,0.8999999999999998,,1.9729137420654297,3.5028457641601562,3.4542083740234375,8.929967880249023
196,TN,Normal,Generic Anomaly,NORMAL Traffic,No Action Required,0.8999999999999998,,4.059553146362305,1.0154247283935547,2.422809600830078,7.4977874755859375
198,TN,Normal,Generic Anomaly,NORMAL Traffic,No Action Required,0.8999999999999998,,5.017280578613281,4.683732986450195,3.598451614379883,13.29946517944336
225,TN,Normal,Generic Anomaly,NORMAL Traffic,No Action Required,0.8999999999999998,,2.045154571533203,4.635810852050781,1.4941692352294922,8.175134658813477
251,TN,Normal,Generic Anomaly,NORMAL Traffic,No Action Required,0.8999999999999998,,4.138946533203125,5.235195159912109,3.6776065826416016,13.051748275756836
254,TN,Normal,Generic Anomaly,NORMAL Traffic,No Action Required,0.8999999999999998,,5.754709243774414,2.7327537536621094,1.4836788177490234,9.971141815185547
256,TN,Normal,Generic Anomaly,NORMAL Traffic,No Action Required,0.8999999999999998,,3.991842269897461,4.460334777832031,2.3488998413085938,10.801076889038086
265,TN,Normal,Generic Anomaly,NORMAL Traffic,No Action Required,0.8999999999999998,,1.9366741180419922,4.702329635620117,4.00996208190918,10.648965835571289
268,TN,Normal,Generic Anomaly,NORMAL Traffic,No Action Required,0.8999999999999998,,2.0020008087158203,3.049135208129883,1.4493465423583984,6.500482559204102
277,TN,Normal,Generic Anomaly,NORMAL Traffic,No Action Required,0.8999999999999998,,5.688667297363281,2.834796905517578,4.970312118530273,13.493776321411133
280,TN,Normal,Generic Anomaly,NORMAL Traffic,No Action Required,0.8999999999999998,,5.297660827636719,1.1365413665771484,2.727985382080078,9.162187576293945
282,TN,Normal,Generic Anomaly,NORMAL Traffic,No Action Required,0.8999999999999998,,1.9397735595703125,5.816459655761719,2.3124217987060547,10.068655014038086
311,TN,Normal,Generic Anomaly,NORMAL Traffic,No Action Required,0.8999999999999998,,4.999637603759766,4.759073257446289,1.3885498046875,11.147260665893555
313,TN,Normal,Generic Anomaly,NORMAL Traffic,No Action Required,0.8999999999999998,,4.8274993896484375,3.3283233642578125,1.5683174133300781,9.724140167236328
316,TN,Normal,Generic Anomaly,NORMAL Traffic,No Action Required,0.8999999999999998,,3.5619735717773438,1.7642974853515625,3.3524036407470703,8.678674697875977
322,TN,Normal,Generic Anomaly,NORMAL Traffic,No Action Required,0.8999999999999998,,3.1213760375976562,3.018617630004883,1.5637874603271484,7.7037811279296875
335,TN,Normal,Generic Anomaly,NORMAL Traffic,No Action Required,0.8999999999999998,,3.6554336547851562,3.3981800079345703,1.5246868133544922,8.578300476074219
336,TN,Normal,Generic Anomaly,NORMAL Traffic,No Action Required,0.8999999999999998,,4.110813140869141,3.5283565521240234,1.9717216491699219,9.610891342163086
370,TN,Normal,Generic Anomaly,NORMAL Traffic,No Action Required,0.8999999999999998,,4.8809051513671875,4.816293716430664,2.819061279296875,12.516260147094727
375,TN,Normal,Generic Anomaly,NORMAL Traffic,No Action Required,0.8999999999999998,,2.142190933227539,2.6922225952148438,1.447439193725586,6.281852722167969
387,TN,Normal,Generic Anomaly,NORMAL Traffic,No Action Required,0.8999999999999998,,4.258155822753906,2.4843215942382812,2.6314258575439453,9.373903274536133
437,TN,Normal,Generic Anomaly,NORMAL Traffic,No Action Required,0.8999999999999998,,3.2753944396972656,2.7620792388916016,2.4292469024658203,8.466720581054688
438,TN,Normal,Generic Anomaly,NORMAL Traffic,No Action Required,0.8999999999999998,,6.052255630493164,6.573915481567383,3.4008026123046875,16.026973724365234
483,TN,Normal,Generic Anomaly,NORMAL Traffic,No Action Required,0.8999999999999998,,2.8378963470458984,2.6030540466308594,1.5032291412353516,6.944179534912109
486,TN,Normal,Generic Anomaly,NORMAL Traffic,No Action Required,0.8999999999999998,,2.555370330810547,3.765583038330078,1.4753341674804688,7.796287536621094
497,TN,Normal,Generic Anomaly,NORMAL Traffic,No Action Required,0.8999999999999998,,2.1576881408691406,3.5982131958007812,1.59454345703125,7.350444793701172
505,TN,Normal,Generic Anomaly,NORMAL Traffic,No Action Required,0.8999999999999998,,2.149343490600586,2.6323795318603516,3.592252731323242,8.37397575378418
520,TN,Normal,Generic Anomaly,NORMAL Traffic,No Action Required,0.8999999999999998,,3.6814212799072266,5.289316177368164,1.5523433685302734,10.523080825805664
529,TN,Normal,Generic Anomaly,NORMAL Traffic,No Action Required,0.8999999999999998,,3.7479400634765625,2.3910999298095703,1.535177230834961,7.674217224121094
536,TN,Normal,Generic Anomaly,NORMAL Traffic,No Action Required,0.8999999999999998,,5.063772201538086,2.255678176879883,1.605987548828125,8.925437927246094
538,TN,Normal,Generic Anomaly,NORMAL Traffic,No Action Required,0.8999999999999998,,2.4361610412597656,3.3669471740722656,2.671480178833008,8.474588394165039
546,TN,Normal,Generic Anomaly,NORMAL Traffic,No Action Required,0.8999999999999998,,5.064725875854492,2.222776412963867,1.4333724975585938,8.720874786376953
577,TN,Normal,Generic Anomaly,NORMAL Traffic,No Action Required,0.8999999999999998,,2.235889434814453,4.401683807373047,1.495361328125,8.1329345703125
581,TN,Normal,Generic Anomaly,NORMAL Traffic,No Action Required,0.8999999999999998,,3.6668777465820312,6.7234039306640625,1.5380382537841797,11.928319931030273
586,TN,Normal,Generic Anomaly,NORMAL Traffic,No Action Required,0.8999999999999998,,3.910064697265625,6.033897399902344,1.346588134765625,11.290550231933594
97,FP,Attack,Packets Matched-based-Attribution,SUSPECT Attack (Potential True Positive),HIGH - For Analyst Review,0.8999999999999999,0.8999999999999999,6.51097297668457,2.8798580169677734,4.195928573608398,13.586759567260742
