packet_index,ground_truth_binary,stress_category,eszsl_prediction,inf_ms,total_ms
196,Normal,FP,Overflow,0.021251000134725473,0.021251000134725473
198,Normal,FP,Overflow,0.02061299983324716,0.02061299983324716
225,Normal,FP,Overflow,0.02091600003950589,0.02091600003950589
251,Normal,FP,Overflow,0.020825000092372647,0.020825000092372647
254,Normal,FP,Overflow,0.020838999944317038,0.020838999944317038
256,Normal,FP,Overflow,0.025800999992497964,0.025800999992497964
265,Normal,FP,Overflow,0.021139999944352894,0.021139999944352894
268,Normal,FP,Overflow,0.02096200000778481,0.02096200000778481
277,Normal,FP,Overflow,0.0208599999496073,0.0208599999496073
280,Normal,FP,Overflow,0.02123200010828441,0.02123200010828441
282,Normal,FP,Overflow,0.02975899997181841,0.02975899997181841
311,Normal,FP,Overflow,0.0211320000289561,0.0211320000289561
313,Normal,FP,Overflow,0.02073699988613953,0.02073699988613953
316,Normal,FP,Overflow,0.02047800012405787,0.02047800012405787
322,Normal,FP,Overflow,0.020665000192821026,0.020665000192821026
336,Normal,FP,Overflow,0.021822000007887254,0.021822000007887254
370,Normal,FP,Overflow,0.021025999785706517,0.021025999785706517
375,Normal,FP,Overflow,0.02055100003417465,0.02055100003417465
387,Normal,FP,Overflow,0.020855000002484303,0.020855000002484303
437,Normal,FP,Overflow,0.020625999923140625,0.020625999923140625
438,Normal,FP,Overflow,0.020550999806800974,0.020550999806800974
483,Normal,FP,Overflow,0.020489000007728464,0.020489000007728464
486,Normal,FP,Overflow,0.02056399989669444,0.02056399989669444
497,Normal,FP,Overflow,0.020390000145198428,0.020390000145198428
505,Normal,FP,Overflow,0.020260000155758462,0.020260000155758462
520,Normal,FP,Overflow,0.02418600001874438,0.02418600001874438
529,Normal,FP,Overflow,0.021113000002515037,0.021113000002515037
536,Normal,FP,Overflow,0.02067200011879322,0.02067200011879322
538,Normal,FP,Overflow,0.020609000102922437,0.020609000102922437
546,Normal,FP,Overflow,0.020537999944281182,0.020537999944281182
577,Normal,FP,Overflow,0.020728999970742734,0.020728999970742734
581,Normal,FP,Overflow,0.02192399983869109,0.02192399983869109
586,Normal,FP,Overflow,0.021027000002504792,0.021027000002504792
590,Normal,FP,Overflow,0.020593000044755172,0.020593000044755172
607,Normal,FP,Overflow,0.020941000002494548,0.020941000002494548
634,Normal,FP,Overflow,0.020838000182266114,0.020838000182266114
644,Normal,FP,Overflow,0.022712999907525955,0.022712999907525955
