packet_index,ground_truth,model_prediction,zasl_label,soam_verdict,soam_action,primary_similarity,secondary_similarity,inf_ms,xai_ms,soam_ms,total_ms
13,TP,Attack,dns.qry.name.len-based-Attribution,SUSPECT Attack (Potential True Positive),HIGH - For Analyst Review,0.8999999999999999,0.8999999999999999,3.2165050506591797,2.4216175079345703,3.027677536010742,8.665800094604492
14,TP,Attack,dns.qry.name.len-based-Attribution,SUSPECT Attack (Potential True Positive),HIGH - For Analyst Review,0.8999999999999999,0.8999999999999999,5.280494689941406,1.2891292572021484,1.5571117401123047,8.12673568725586
15,TP,Attack,dns.qry.name.len-based-Attribution,SUSPECT Attack (Potential True Positive),HIGH - For Analyst Review,0.8999999999999999,0.8999999999999999,3.0858516693115234,3.084421157836914,2.1462440490722656,8.316516876220703
16,TP,Attack,dns.qry.name.len-based-Attribution,SUSPECT Attack (Potential True Positive),HIGH - For Analyst Review,0.8999999999999999,0.8999999999999999,2.966642379760742,1.3496875762939453,1.7125606536865234,6.028890609741211
17,TP,Attack,dns.qry.name.len-based-Attribution,SUSPECT Attack (Potential True Positive),HIGH - For Analyst Review,0.8999999999999999,0.8999999999999999,3.0477046966552734,1.3425350189208984,1.7483234405517578,6.13856315612793
18,TP,Attack,dns.qry.name.len-based-Attribution,SUSPECT Attack (Potential True Positive),HIGH - For Analyst Review,0.8999999999999999,0.8999999999999999,2.8815269470214844,1.3840198516845703,2.0580291748046875,6.323575973510742
19,TP,Attack,dns.qry.name.len-based-Attribution,SUSPECT Attack (Potential True Positive),HIGH - For Analyst Review,0.8999999999999999,0.8999999999999999,3.2341480255126953,1.4417171478271484,2.056598663330078,6.732463836669922
20,TP,Attack,dns.qry.name.len-based-Attribution,SUSPECT Attack (Potential True Positive),HIGH - For Analyst Review,0.8999999999999999,0.8999999999999999,3.445148468017578,1.4107227325439453,2.0515918731689453,6.907463073730469
21,TP,Attack,dns.qry.name.len-based-Attribution,SUSPECT Attack (Potential True Positive),HIGH - For Analyst Review,0.8999999999999999,0.8999999999999999,4.140138626098633,1.3995170593261719,1.9142627716064453,7.45391845703125
22,TP,Attack,dns.qry.name.len-based-Attribution,SUSPECT Attack (Potential True Positive),HIGH - For Analyst Review,0.8999999999999999,0.8999999999999999,2.7756690979003906,1.317739486694336,1.714468002319336,5.8078765869140625
23,TP,Attack,dns.qry.name.len-based-Attribution,SUSPECT Attack (Potential True Positive),HIGH - For Analyst Review,0.8999999999999999,0.8999999999999999,2.877950668334961,1.3284683227539062,1.7614364624023438,5.967855453491211
26,TP,Attack,dns.qry.name.len-based-Attribution,SUSPECT Attack (Potential True Positive),HIGH - For Analyst Review,0.8999999999999999,0.8999999999999999,2.8400421142578125,1.3194084167480469,1.743316650390625,5.902767181396484
27,TP,Attack,dns.qry.name.len-based-Attribution,SUSPECT Attack (Potential True Positive),HIGH - For Analyst Review,0.8999999999999999,0.8999999999999999,2.8057098388671875,1.3189315795898438,1.7464160919189453,5.871057510375977
28,TP,Attack,dns.qry.name.len-based-Attribution,SUSPECT Attack (Potential True Positive),HIGH - For Analyst Review,0.8999999999999999,0.8999999999999999,2.715587615966797,1.3430118560791016,1.7366409301757812,5.79524040222168
29,TP,Attack,dns.qry.name.len-based-Attribution,SUSPECT Attack (Potential True Positive),HIGH - For Analyst Review,0.8999999999999999,0.8999999999999999,2.747774124145508,1.333475112915039,1.725912094116211,5.807161331176758
32,TP,Attack,dns.qry.name.len-based-Attribution,SUSPECT Attack (Potential True Positive),HIGH - For Analyst Review,0.8999999999999999,0.8999999999999999,2.814769744873047,1.379251480102539,1.7507076263427734,5.944728851318359
33,TP,Attack,dns.qry.name.len-based-Attribution,SUSPECT Attack (Potential True Positive),HIGH - For Analyst Review,0.8999999999999999,0.8999999999999999,2.9387474060058594,1.3973712921142578,1.9042491912841797,6.240367889404297
34,TP,Attack,dns.qry.name.len-based-Attribution,SUSPECT Attack (Potential True Positive),HIGH - For Analyst Review,0.8999999999999999,0.8999999999999999,2.7916431427001953,1.3818740844726562,1.7457008361816406,5.919218063354492
35,TP,Attack,dns.qry.name.len-based-Attribution,SUSPECT Attack (Potential True Positive),HIGH - For Analyst Review,0.8999999999999999,0.8999999999999999,2.8154850006103516,1.3408660888671875,1.7762184143066406,5.93256950378418
36,TP,Attack,dns.qry.name.len-based-Attribution,SUSPECT Attack (Potential True Positive),HIGH - For Analyst Review,0.8999999999999999,0.8999999999999999,2.832174301147461,1.3759136199951172,1.7855167388916016,5.99360466003418
39,TP,Attack,dns.qry.name.len-based-Attribution,SUSPECT Attack (Potential True Positive),HIGH - For Analyst Review,0.8999999999999999,0.8999999999999999,2.814054489135742,1.7206668853759766,1.895904541015625,6.430625915527344
40,TP,Attack,dns.qry.name.len-based-Attribution,SUSPECT Attack (Potential True Positive),HIGH - For Analyst Review,0.8999999999999999,0.8999999999999999,3.1430721282958984,1.4083385467529297,1.8439292907714844,6.3953399658203125
41,TP,Attack,dns.qry.name.len-based-Attribution,SUSPECT Attack (Potential True Positive),HIGH - For Analyst Review,0.8999999999999999,0.8999999999999999,3.506183624267578,1.390218734741211,1.9142627716064453,6.810665130615234
42,TP,Attack,dns.qry.name.len-based-Attribution,SUSPECT Attack (Potential True Positive),HIGH - For Analyst Review,0.8999999999999999,0.8999999999999999,3.362417221069336,1.5497207641601562,1.8422603607177734,6.754398345947266
43,TP,Attack,dns.qry.name.len-based-Attribution,SUSPECT Attack (Potential True Positive),HIGH - For Analyst Review,0.8999999999999999,0.8999999999999999,3.1223297119140625,5.522251129150391,1.9371509552001953,10.581731796264648
44,TP,Attack,dns.qry.name.len-based-Attribution,SUSPECT Attack (Potential True Positive),HIGH - For Analyst Review,0.8999999999999999,0.8999999999999999,2.777099609375,2.4383068084716797,1.7178058624267578,6.9332122802734375
46,TP,Attack,dns.qry.name.len-based-Attribution,SUSPECT Attack (Potential True Positive),HIGH - For Analyst Review,0.8999999999999999,0.8999999999999999,3.1309127807617188,2.4330615997314453,1.708984375,7.272958755493164
47,TP,Attack,dns.qry.name.len-based-Attribution,SUSPECT Attack (Potential True Positive),HIGH - For Analyst Review,0.8999999999999999,0.8999999999999999,3.200531005859375,2.4535655975341797,1.7139911651611328,7.3680877685546875
48,TP,Attack,dns.qry.name.len-based-Attribution,SUSPECT Attack (Potential True Positive),HIGH - For Analyst Review,0.8999999999999999,0.8999999999999999,3.1654834747314453,3.2422542572021484,1.7845630645751953,8.192300796508789
49,TP,Attack,dns.qry.name.len-based-Attribution,SUSPECT Attack (Potential True Positive),HIGH - For Analyst Review,0.8999999999999999,0.8999999999999999,3.2155513763427734,2.468585968017578,1.9521713256835938,7.636308670043945
50,TP,Attack,dns.qry.name.len-based-Attribution,SUSPECT Attack (Potential True Positive),HIGH - For Analyst Review,0.8999999999999999,0.8999999999999999,3.6635398864746094,2.548694610595703,1.8563270568847656,8.068561553955078
52,TP,Attack,dns.qry.name.len-based-Attribution,SUSPECT Attack (Potential True Positive),HIGH - For Analyst Review,0.8999999999999999,0.8999999999999999,3.4542083740234375,2.496004104614258,1.7828941345214844,7.73310661315918
54,TP,Attack,dns.qry.name.len-based-Attribution,SUSPECT Attack (Potential True Positive),HIGH - For Analyst Review,0.8999999999999999,0.8999999999999999,3.290414810180664,2.512216567993164,2.0294189453125,7.832050323486328
55,TP,Attack,dns.qry.name.len-based-Attribution,SUSPECT Attack (Potential True Positive),HIGH - For Analyst Review,0.8999999999999999,0.8999999999999999,3.57818603515625,2.5396347045898438,1.8014907836914062,7.9193115234375
56,TP,Attack,dns.qry.name.len-based-Attribution,SUSPECT Attack (Potential True Positive),HIGH - For Analyst Review,0.8999999999999999,0.8999999999999999,3.335714340209961,2.777099609375,3.273487091064453,9.386301040649414
57,TP,Attack,dns.qry.name.len-based-Attribution,SUSPECT Attack (Potential True Positive),HIGH - For Analyst Review,0.8999999999999999,0.8999999999999999,3.8526058197021484,1.9545555114746094,2.1643638610839844,7.971525192260742
58,TP,Attack,dns.qry.name.len-based-Attribution,SUSPECT Attack (Potential True Positive),HIGH - For Analyst Review,0.8999999999999999,0.8999999999999999,3.2072067260742188,1.4083385467529297,1.5301704406738281,6.145715713500977
24,TN,Normal,Generic Anomaly,NORMAL Traffic,No Action Required,0.8999999999999999,,2.614259719848633,1.4104843139648438,1.0807514190673828,5.105495452880859
25,TN,Normal,Generic Anomaly,NORMAL Traffic,No Action Required,0.8999999999999999,,2.7129650115966797,1.2979507446289062,1.1327266693115234,5.143642425537109
30,TN,Normal,Generic Anomaly,NORMAL Traffic,No Action Required,0.8999999999999999,,2.9838085174560547,1.3630390167236328,1.2371540069580078,5.584001541137695
31,TN,Normal,Generic Anomaly,NORMAL Traffic,No Action Required,0.8999999999999999,,3.2629966735839844,1.4088153839111328,1.3890266418457031,6.06083869934082
37,TN,Normal,Generic Anomaly,NORMAL Traffic,No Action Required,0.8999999999999999,,2.7685165405273438,1.3229846954345703,1.0881423950195312,5.179643630981445
38,TN,Normal,Generic Anomaly,NORMAL Traffic,No Action Required,0.8999999999999999,,2.7284622192382812,1.3666152954101562,1.1670589447021484,5.262136459350586
45,TN,Normal,Generic Anomaly,NORMAL Traffic,No Action Required,0.8999999999999999,,3.5026073455810547,1.5420913696289062,1.4698505401611328,6.514549255371094
51,TN,Normal,Generic Anomaly,NORMAL Traffic,No Action Required,0.8999999999999999,,3.985881805419922,1.6417503356933594,1.455545425415039,7.08317756652832
53,TN,Normal,Generic Anomaly,NORMAL Traffic,No Action Required,0.8999999999999999,,3.5278797149658203,1.52587890625,1.3537406921386719,6.407499313354492
61,TN,Normal,Generic Anomaly,NORMAL Traffic,No Action Required,0.8999999999999999,,3.3774375915527344,1.6193389892578125,1.1909008026123047,6.187677383422852
68,TN,Normal,Generic Anomaly,NORMAL Traffic,No Action Required,0.8999999999999999,,3.301382064819336,1.6994476318359375,1.1944770812988281,6.195306777954102
90,TN,Normal,Generic Anomaly,NORMAL Traffic,No Action Required,0.8999999999999999,,3.1058788299560547,1.4858245849609375,1.2280941009521484,5.819797515869141
95,TN,Normal,Generic Anomaly,NORMAL Traffic,No Action Required,0.8999999999999999,,2.7103424072265625,1.3432502746582031,1.0952949523925781,5.148887634277344
96,TN,Normal,Generic Anomaly,NORMAL Traffic,No Action Required,0.8999999999999999,,2.7463436126708984,1.3310909271240234,1.1143684387207031,5.191802978515625
107,TN,Normal,Generic Anomaly,NORMAL Traffic,No Action Required,0.8999999999999999,,2.815723419189453,1.2950897216796875,1.0852813720703125,5.196094512939453
108,TN,Normal,Generic Anomaly,NORMAL Traffic,No Action Required,0.8999999999999999,,2.7489662170410156,1.3027191162109375,1.1072158813476562,5.158901214599609
115,TN,Normal,Generic Anomaly,NORMAL Traffic,No Action Required,0.8999999999999999,,2.770662307739258,1.3213157653808594,1.0752677917480469,5.167245864868164
119,TN,Normal,Generic Anomaly,NORMAL Traffic,No Action Required,0.8999999999999999,,2.7179718017578125,1.3785362243652344,1.1026859283447266,5.199193954467773
120,TN,Normal,Generic Anomaly,NORMAL Traffic,No Action Required,0.8999999999999999,,2.7620792388916016,1.3043880462646484,1.0917186737060547,5.158185958862305
127,TN,Normal,Generic Anomaly,NORMAL Traffic,No Action Required,0.8999999999999999,,2.7115345001220703,1.310586929321289,1.2176036834716797,5.239725112915039
129,TN,Normal,Generic Anomaly,NORMAL Traffic,No Action Required,0.8999999999999999,,2.719402313232422,1.313924789428711,1.0797977447509766,5.113124847412109
130,TN,Normal,Generic Anomaly,NORMAL Traffic,No Action Required,0.8999999999999999,,2.764463424682617,1.3277530670166016,1.0786056518554688,5.1708221435546875
131,TN,Normal,Generic Anomaly,NORMAL Traffic,No Action Required,0.8999999999999999,,2.897977828979492,1.3570785522460938,1.1355876922607422,5.390644073486328
137,TN,Normal,Generic Anomaly,NORMAL Traffic,No Action Required,0.8999999999999999,,2.7952194213867188,1.3413429260253906,1.130819320678711,5.26738166809082
139,TN,Normal,Generic Anomaly,NORMAL Traffic,No Action Required,0.8999999999999999,,2.7773380279541016,1.344442367553711,1.135110855102539,5.256891250610352
143,TN,Normal,Generic Anomaly,NORMAL Traffic,No Action Required,0.8999999999999999,,2.755403518676758,1.3434886932373047,1.116037368774414,5.214929580688477
145,TN,Normal,Generic Anomaly,NORMAL Traffic,No Action Required,0.8999999999999999,,2.7093887329101562,1.3942718505859375,1.0983943939208984,5.202054977416992
155,TN,Normal,Generic Anomaly,NORMAL Traffic,No Action Required,0.8999999999999999,,2.770662307739258,1.3129711151123047,2.140522003173828,6.224155426025391
158,TN,Normal,Generic Anomaly,NORMAL Traffic,No Action Required,0.8999999999999999,,4.929542541503906,2.857685089111328,1.6036033630371094,9.390830993652344
161,TN,Normal,Generic Anomaly,NORMAL Traffic,No Action Required,0.8999999999999999,,2.9230117797851562,1.4214515686035156,1.1425018310546875,5.486965179443359
165,TN,Normal,Generic Anomaly,NORMAL Traffic,No Action Required,0.8999999999999999,,3.0105113983154297,1.3659000396728516,1.2586116790771484,5.63502311706543
167,TN,Normal,Generic Anomaly,NORMAL Traffic,No Action Required,0.8999999999999999,,3.060579299926758,1.3964176177978516,1.9512176513671875,6.408214569091797
170,TN,Normal,Generic Anomaly,NORMAL Traffic,No Action Required,0.8999999999999999,,3.147602081298828,3.2837390899658203,1.1739730834960938,7.605314254760742
187,TN,Normal,Generic Anomaly,NORMAL Traffic,No Action Required,0.8999999999999999,,2.9211044311523438,1.3546943664550781,1.1370182037353516,5.412817001342773
188,TN,Normal,Generic Anomaly,NORMAL Traffic,No Action Required,0.8999999999999999,,2.783536911010742,1.300811767578125,1.1415481567382812,5.225896835327148
191,TN,Normal,Generic Anomaly,NORMAL Traffic,No Action Required,0.8999999999999999,,2.781391143798828,1.3518333435058594,1.2524127960205078,5.385637283325195
215,TN,Normal,Generic Anomaly,NORMAL Traffic,No Action Required,0.8999999999999999,,2.7658939361572266,1.3036727905273438,1.110076904296875,5.179643630981445
219,TN,Normal,Generic Anomaly,NORMAL Traffic,No Action Required,0.8999999999999999,,2.8007030487060547,1.333475112915039,1.1568069458007812,5.290985107421875
235,TN,Normal,Generic Anomaly,NORMAL Traffic,No Action Required,0.8999999999999999,,2.841472625732422,1.3511180877685547,1.1248588562011719,5.317449569702148
240,TN,Normal,Generic Anomaly,NORMAL Traffic,No Action Required,0.8999999999999999,,2.8505325317382812,1.4469623565673828,1.1749267578125,5.472421646118164
243,TN,Normal,Generic Anomaly,NORMAL Traffic,No Action Required,0.8999999999999999,,2.798795700073242,1.3227462768554688,1.1131763458251953,5.234718322753906
251,TN,Normal,Generic Anomaly,NORMAL Traffic,No Action Required,0.8999999999999999,,2.738475799560547,1.2981891632080078,1.1162757873535156,5.15294075012207
253,TN,Normal,Generic Anomaly,NORMAL Traffic,No Action Required,0.8999999999999999,,2.7518272399902344,1.4688968658447266,1.125335693359375,5.346059799194336
258,TN,Normal,Generic Anomaly,NORMAL Traffic,No Action Required,0.8999999999999999,,3.218412399291992,1.3539791107177734,1.3153553009033203,5.887746810913086
265,TN,Normal,Generic Anomaly,NORMAL Traffic,No Action Required,0.8999999999999999,,2.75421142578125,1.383066177368164,1.127004623413086,5.2642822265625
272,TN,Normal,Generic Anomaly,NORMAL Traffic,No Action Required,0.8999999999999999,,2.763032913208008,1.3294219970703125,1.107931137084961,5.200386047363281
287,TN,Normal,Generic Anomaly,NORMAL Traffic,No Action Required,0.8999999999999999,,2.7954578399658203,1.2848377227783203,1.119375228881836,5.199670791625977
288,TN,Normal,Generic Anomaly,NORMAL Traffic,No Action Required,0.8999999999999999,,2.7556419372558594,1.3072490692138672,1.1036396026611328,5.166530609130859
291,TN,Normal,Generic Anomaly,NORMAL Traffic,No Action Required,0.8999999999999999,,2.752542495727539,1.3272762298583984,1.1284351348876953,5.208253860473633
298,TN,Normal,Generic Anomaly,NORMAL Traffic,No Action Required,0.8999999999999999,,2.721548080444336,1.3294219970703125,1.1188983917236328,5.169868469238281
405,FP,Attack,dns.qry.name.len-based-Attribution,SUSPECT Attack (Potential True Positive),HIGH - For Analyst Review,0.8999999999999999,0.8999999999999999,2.7625560760498047,1.3790130615234375,1.8117427825927734,5.953311920166016
2780,FP,Attack,dns.qry.name.len-based-Attribution,SUSPECT Attack (Potential True Positive),HIGH - For Analyst Review,0.8999999999999999,0.8999999999999999,2.8045177459716797,1.3346672058105469,1.9309520721435547,6.070137023925781
4460,FP,Attack,dns.qry.name.len-based-Attribution,SUSPECT Attack (Potential True Positive),HIGH - For Analyst Review,0.8999999999999999,0.8999999999999999,2.8018951416015625,1.3356208801269531,1.7857551574707031,5.923271179199219
7498,FP,Attack,dns.qry.name.len-based-Attribution,SUSPECT Attack (Potential True Positive),HIGH - For Analyst Review,0.8999999999999999,0.8999999999999999,2.794504165649414,1.31988525390625,1.7707347869873047,5.885124206542969
7728,FP,Attack,dns.qry.name.len-based-Attribution,SUSPECT Attack (Potential True Positive),HIGH - For Analyst Review,0.8999999999999999,0.8999999999999999,2.8383731842041016,1.3127326965332031,1.7361640930175781,5.887269973754883
9946,FP,Attack,dns.qry.name.len-based-Attribution,SUSPECT Attack (Potential True Positive),HIGH - For Analyst Review,0.8999999999999999,0.8999999999999999,2.7463436126708984,1.3399124145507812,1.7805099487304688,5.866765975952148
28478,FP,Attack,dns.qry.name.len-based-Attribution,SUSPECT Attack (Potential True Positive),HIGH - For Analyst Review,0.8999999999999999,0.8999999999999999,2.7637481689453125,1.3499259948730469,1.7504692077636719,5.864143371582031
